text,toxicity,severe_toxicity,obscene,threat,insult,identity_attack,sexual_explicit
"Didn't read article, just going to agree that Star Wars is indeed better in every way :)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"I always find the Star Wars/Star Trek debate funny because they seem so different to me that I have a hard time understanding how the two can be compared. Star Trek was created as a series of books and an episodic TV show, meaning that it was meant to have discreet stories told and wrapped up in a short time. Star Wars, on the other hand, was written as a series of movies with a far-reaching storyline. Star Trek is meant to be set in our own future, complete with our history and built upon our understanding of the real universe. Star Wars, however, exists ""a long time ago, in a galaxy far, far away."" That opens SW up to potentially involve elements that would be too fantastical in a universe based on our own, no matter how futuristic. There are many other reasons, but fundamentally, comparing SW and ST does not seem like an appropriate comparison. (Also, if you insist on comparing them, it would probably be best to be done by someone with a reasonable degree of knowledge of both properties.)",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Another debate for the ages: How, if at all, does Wesley Crusher affect whether Wars or Trek is better?",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"I feel like no one is talking about the real story here: Wesley Crusher and the Travler went through Time and Space for a while. Who is to say Wesley didn't populate the Humans in the Star Wars galaxy. I mean, you’re far from home and lonely and you want to get your freak on. Who could blame him. Wesley Crusher, the cause of all ills across multiple galaxies.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"This is quite possibly the best piece of trolling I've ever read. Bravo, Mr. Trost.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
I like the graphic for this piece.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"I totally agree, Star Wars is the best movie Peter Jackson has ever made!",0.0,0.0,0.0,0.0,0.0,0.0,0.0
[Here's a relevant quote.](https://lh5.googleusercontent.com/-nxulBvR_C10/TyUCme22ieI/AAAAAAAAO5Y/Ly6lN61B_as/w506-h285/dumbledore_quote_w1.jpeg),0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jar Jar is not humor!,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I'm still baffled by how his role made it to any draft of the Phantom Menace script...,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"The Star War has a Millennium Falcon, which is 1) a thousand, which is cool 2) a spaceship that is also a bird?!?! NO CONTEST",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"I have never read a more accurate, truthful piece in my entire life.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
You are incorrect.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Star Trek Original Series had excellent writing. Star Trek Next Generation had Sir Patrick Stewart. Star Wars had Alec Guiness and killed him off in the first episode! STOS>STNG>SW!,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Can't argue with that math!,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Little known fact: George Lucas, the Steve Jobs of filmmaking, created the Star Wars movies only as a vehicle for driving merchandise sales. You'd have to be part Ferengi (i.e., tacky, devious, and profit-driven) not to see that!",0.0,0.0,0.0,0.0,0.0,0.0,0.0
I read that in a book by Stephen Hawking.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Well-trolled, indeed. As far as Civil Comments goes, this seems like the best crucible there could be. And as far as Star Wars vs. Star Trek goes—nothing could ever touch Han Solo. The end.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
log,0.0,0.0,0.0,0.0,0.0,0.0,0.0
This is an amazing reference!,0.0,0.0,0.0,0.0,0.0,0.0,0.0
What a reference!,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Wow, I don't even know where to begin. I certainly appreciate your passion, but if you are going to assert that Star Wars is better than Star Trek, and that this is the last place on the internet one need look to answer this question, perhaps a screening of the Start Trek Films by you is in order.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
May I throw some Babylon 5 in here?,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"I'll take G'Kar over Yoda any day.

http://www.wikiwand.com/en/G'Kar",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"All this, and not a single instance of ""its"" or ""it's"" was incorrect? I'm disappointed.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Everyone has standards. Everyone has lines they just won't cross.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Good thing there's no other inaccuracies!,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Well, the easter egg in the penultimate sentence was...it's [sic] own reward.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"The intergalactic association of aliens considers both Star Wars and Star Trek as failing to represent the non human life form. Star Wars is according to them, muppet show style alien depiction. Star Trek depends too much on pointy ears and foreheads, and the overal dominant role of mankind in both series is very much frowned upon.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Star Trek is our future, Star Wars is our past. Vision versus history. Both are important!",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Order your own Star Fleet-issued sweater today and CRUSH IT! https://33.media.tumblr.com/tumblr_m713qn7tEs1qcnvty.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The prequel to Star Trek: Voyager—the criminally underrated Star Trek: Firefly—really should have lasted more than one season. So much untold backstory about young Kaylee Janeway!,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"But isn't it great that they're finally resuming ST:F with the new SyFy original series, ""Star Trek: The Expanse"". I hear they're going to be making a book series out of it, too.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"FWIW, my cat enjoys Star Trek more.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Star Wars really is better. Really.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hmm. My original comment didn't make it to your list. Some Trekkie shenanigans, perhaps?",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mmmm, more like a Jedi mind-trick...",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"I'm not a big fan of either, but I've seen both, if you can count the first three Star Wars movies and a random smattering of different Star Trek episodes as having seen them. 

Of course you have an apples and oranges problem in making the comparison, because the scope of the two projects – objectives, budgets, people involved, and all things creative – were so different. Trek was conceived to sell ads on network TV, right? Wars was a Lucas/Spielburg extravaganza. Sure, Trek became a series of movies too, but that was afterthought. So it bothers me that you cite history based on the movies with Star Wars first, when Star Trek actually started almost two decades earlier than Star Wars, in 1966, as a television show. 

Production values, star power, effects, of course all go to Star Wars, and there is budget and objectives behind that. But Star Trek did start earlier, paved the way, and had a long history of different people involved, with an interesting flair for putting real human problems (racism, for example, a recurring theme in Star Trek as the different races dealt with each other) into a new perspective. And there's interesting comparisons on the big picture, too ... the great Yoda perspective and quotes, of course, and the whole power of the force, in Star Wars. But Trek embraced big picture too, like the larger collective metaphor of Seven of Nine. 

I wish you'd done a straight compare and contrast, instead of which is better. Better will always be subjective, and it's too close ended, in my opinion.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"I like this comment a lot. Star Trek really delved much deeper in to the philosophical and cultural interactions. Star Wars concentrated on what it is to fight with people , Star Trek looked at living with them .",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"One thing I've never understood about the Star Trek prequel that came out recently: if the spaceship is rolling toward you, why not just turn left or right instead of letting it squash you like a baby xenomorph?

Still, I'm excited for the new movies and can't wait to see what one of my favorite sci-fi directors, James Cameron, does with them!",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Imma let y'all be civil here…but Galaxy Quest is the best of all time! ALL TIME!,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"By grabthar's hammer, you shall be avenged!",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nice reference!,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ooga chaka,  ooga chaka,...

Ah! Earworm!!!",0.0,0.0,0.0,0.0,0.0,0.0,0.0
I think their much the same. I don't loose any love for Jar Jar Bink's but I don't know if it would of been the same movie without him. The Tribbles are much better than the Ewoks to. 🐵,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Test test test,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""Destroys"" seems such an extreme way to put it.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"I love both Star Wars and Star Trek for their respective strengths and the storytelling they enable. In the past I've tended to lean a little more towards Star Wars as the technology and society seem more recognizable. Star Trek's far future cleanness and well mannered society are both admirable and something to look forward to, but even though it's an imagined future of our species it feels much more alien than Star Wars.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
101th!,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I hope this isn't too much of a spoiler but Jam Jar Banks is my favorite character because he exists in both Stars War and Trek.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"While I agree with your conclusion, I think your argument could be improved by cleaning up some of the factual errors:

**History** - As [kmyers pointed out](https://www.civilcomments.com/star-wars-vs-star-trek/#c-76094), the [original Star Trek TV](https://en.wikipedia.org/wiki/Star_Trek:_The_Original_Series) series actually started in 1966.

**The Heros Journey** - The concept of [the heroes journey](https://en.wikipedia.org/wiki/Monomyth) was first introduced by *Joseph* Campbell

**Humor**  - I think [this episode of The Incomparable](https://www.theincomparable.com/theincomparable/136/) may help you hone your theatrical taste.

I sure hope [Markdown](https://daringfireball.net/projects/markdown/) is supported...",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"However, you must agree that Dr. Whom is the better show then either, since it's from oversees and better-aged.",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Star Wars: Deep Space Nine is clearly the best Star Gallactica.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Phantom Menace didn't have nearly enough muppets. Farscape is by far my favorite of the Star Wars canon.,0.0,0.0,0.0,0.0,0.0,0.0,0.0
